5592	The detective found a fingerprint on the trigger.	偵探在扳機上發現了一枚指紋。	trigger	扳機
4552	A small ripple spread across the pond.	一道小漣漪在池塘水面上擴散開來。	ripple	漣漪
1781	The village elders gathered to discuss the problem.	村裡的長者聚在一起討論這個問題。	elders	長者
1415	The company defaulted on its loan payments.	這家公司未能依約償還貸款。	defaulted	未能依約償還
845	He cheated on the exam by copying answers.	他在考試時抄答案作弊。	cheated	作弊
462	She beamed when she heard the good news.	她聽到好消息時眉開眼笑。	beamed	眉開眼笑
4550	Be careful not to rip the paper.	小心別把紙撕破。	rip	撕破
5596	The hotel charged triple the usual price during the festival.	節慶期間，飯店收取平常三倍的價格。	triple	三倍
3764	We walked at a steady pace to the station.	我們以穩定的步調走向車站。	pace	步調
496	The town built a statue of its beloved teacher.	這座小鎮為深受愛戴的老師立了一座雕像。	beloved	深受愛戴的
2947	Are you kidding me, or are you serious?	你是在跟我開玩笑，還是認真的？	kidding	開玩笑
5271	There was a sudden surge in demand for tickets.	門票需求突然激增。	surge	激增
4705	Please turn left at the second traffic light.	請在第二個紅綠燈處左轉。	second	第二
5297	The hikers followed a narrow path through the swamp.	健行者沿著一條狹窄的小徑穿過沼澤。	swamp	沼澤
2100	The figure in the report shows last year's sales.	報告中的數字顯示了去年的銷售額。	figure	數字
3223	Her relief was manifest in her smile.	她的笑容明顯流露出如釋重負的心情。	manifest	明顯
2479	He reported the people who had harassed him online.	他檢舉了那些曾在網路上騷擾他的人。	harassed	騷擾
3036	Of all the courses, I enjoyed this one least.	所有課程中，我最不喜歡這門課。	least	最不
5332	We need to tackle this problem together.	我們需要一起處理這個問題。	tackle	處理
2083	The word is feminine in French.	這個字在法文中屬於陰性。	feminine	陰性
189	She is an amateur photographer who enjoys taking portraits.	她是一位喜歡拍人像的業餘攝影師。	amateur	業餘
2715	His experience inclines him to trust careful planning.	他的經驗使他傾向於相信審慎規劃。	inclines	傾向
4647	A savage storm damaged the village overnight.	一場猛烈的暴風雨在夜間破壞了村莊。	savage	猛烈的
2727	You can find the topic in the book's index.	你可以在這本書的索引中找到這個主題。	index	索引
2953	She traveled home to visit her kin.	她返鄉探望親屬。	kin	親屬
3841	The workers paved the road before winter.	工人們在冬天來臨前鋪好了道路。	paved	鋪
1017	The agent earns a commission on each sale.	這位仲介每完成一筆交易就能賺取佣金。	commission	佣金
5344	She wore tan shoes with a blue dress.	她穿著棕褐色的鞋子，搭配一件藍色洋裝。	tan	棕褐色的
4694	He scrubbed the kitchen floor until it was clean.	他用力刷洗廚房地板，直到地板乾淨為止。	scrubbed	刷洗
4667	The scent of fresh bread filled the kitchen.	新鮮麵包的香氣瀰漫廚房。	scent	香氣
200	Only a small amount of water is needed.	只需要少量的水。	amount	量
557	A cool wind blew through the open window.	一陣涼風吹過敞開的窗戶。	blew	吹
3250	This noun is masculine in French.	這個名詞在法文中屬於陽性。	masculine	陽性
3296	I ordered a medium pizza for lunch.	我午餐點了一個中型披薩。	medium	中型
117	The local station is an affiliate of a national network.	這家地方電視臺是一家全國性電視網的加盟臺。	affiliate	加盟臺
5404	The report examined ways to prevent terrorist attacks.	這份報告探討了預防恐怖攻擊的方法。	terrorist	恐怖
4307	We heard a sharp rap on the door.	我們聽到一聲清脆的敲門聲。	rap	敲門聲
540	The blast shattered the windows of nearby buildings.	爆炸震碎了附近建築物的窗戶。	blast	爆炸
3859	Please peel the bananas before putting them in the bowl.	請先剝好香蕉皮，再把香蕉放進碗裡。	peel	剝
3039	The professor gave a lecture on climate change.	教授做了一場關於氣候變遷的演講。	lecture	演講
3307	We attended a memorial service for our former teacher.	我們參加了為以前的老師舉行的追思儀式。	memorial	追思
4413	A relative from Canada came to stay with us.	一位來自加拿大的親戚來我們家小住。	relative	親戚
3938	Could you give me a piece of paper?	你可以給我一張紙嗎？	piece	張
943	Turn the handle clockwise to close the valve.	順時針轉動把手，把閥門關上。	clockwise	順時針
2340	His angry glare made everyone nervous.	他憤怒地瞪視，讓每個人都很緊張。	glare	瞪視
3666	The new rules will become operative next month.	新規定將於下個月生效。	operative	生效
4399	The buses run at regular intervals.	公車按照固定的間隔發車。	regular	固定的
4790	It was sheer luck that we found the missing key.	我們找到遺失的鑰匙，完全是靠運氣。	sheer	完全
5459	It rained throughout the night.	雨下了整整一夜。	throughout	整整
4335	Please use the rear entrance to the building.	請使用建築物後方的入口。	rear	後方的
181	They worked on alternate days to share the workload.	他們隔天輪流上班，分擔工作量。	alternate	隔天輪流
3915	The project has entered its final phase.	這個計畫已進入最後階段。	phase	階段
2175	Don't let the fake message fool you.	別讓那則假訊息騙了你。	fool	騙
3352	The old coal mine is now a museum.	那座舊煤礦現在是一間博物館。	mine	礦
562	She wrote the answer on the board.	她把答案寫在板子上。	board	板子
3947	The pilot landed the plane safely in heavy rain.	飛行員在大雨中讓飛機安全降落。	pilot	飛行員
4868	The boat began to sink after hitting a rock.	那艘船撞上岩石後開始下沉。	sink	下沉
1572	The hospital discharged him after he recovered.	他康復後，醫院讓他出院。	discharged	出院
4832	She closed the wooden shutters before the storm.	暴風雨來臨前，她關上了木製百葉窗。	shutters	百葉窗
2906	A bright red jewel sparkled in the ring.	戒指上的一顆鮮紅色寶石閃閃發光。	jewel	寶石
4373	The referee stopped the game after the injury.	有人受傷後，裁判暫停了比賽。	referee	裁判
4833	A free shuttle runs between the hotel and the airport.	飯店和機場之間有免費接駁車往返。	shuttle	接駁車
5397	We had breakfast on the sunny terrace.	我們在陽光充足的露臺上吃早餐。	terrace	露臺
2787	Insert the key and turn it to the right.	插入鑰匙，然後向右轉。	Insert	插入
5650	Underline the words you don't understand.	在你不懂的單字下面畫線。	Underline	畫線
1575	Learning an instrument requires patience and discipline.	學習樂器需要耐心和自律。	discipline	自律
1056	The scarf is a perfect complement to her coat.	這條圍巾是她大衣的完美搭配。	complement	搭配
4376	The factory refines crude oil into fuel.	這座工廠把原油提煉成燃料。	refines	提煉
218	The team used software to animate the cartoon characters.	團隊用軟體讓卡通人物動起來。	animate	動起來
2925	She poured water from a jug into the glasses.	她把水從水壺倒進杯子裡。	jug	水壺
3983	The result will please everyone on the team.	這個結果會讓團隊裡的每個人都滿意。	please	滿意
5889	You can contact me wherever you are.	無論在哪裡，你都可以聯絡我。	wherever	無論在哪裡
598	The dog crossed the stream in a single bound.	那隻狗縱身一躍就越過了小溪。	bound	躍
5887	No one knows the whereabouts of the missing painting.	沒有人知道那幅失蹤畫作的下落。	whereabouts	下落
3697	The room was decorated with an oriental rug.	房間裡鋪了一張東方風格的地毯。	oriental	東方風格的
4942	Soak the beans in water before cooking them.	煮豆子前，先把豆子泡在水裡。	Soak	泡
5856	She wove a colorful basket from strips of bamboo.	她用竹條編織了一個色彩繽紛的籃子。	wove	編織
3123	Please put your litter in the bin.	請把垃圾丟進垃圾桶。	litter	垃圾
4946	He gave a sober assessment of the situation.	他對局勢做出冷靜的評估。	sober	冷靜的
1603	We replaced disposable cups with reusable ones.	我們用可重複使用的杯子取代了拋棄式杯子。	disposable	拋棄式
3994	The plural of 'child' is 'children'.	「child」的複數是「children」。	plural	複數
3100	The speed limit on this road is fifty kilometers per hour.	這條路的速限是每小時五十公里。	limit	限
4978	I have something to tell you.	我有事情要告訴你。	something	事情
3356	He built a miniature model of the train station.	他製作了一個火車站的微型模型。	miniature	微型
4993	Please sort the books by the authors' names.	請依作者姓名將書籍分類。	sort	分類
2207	Please forward this email to the rest of the team.	請把這封電子郵件轉寄給團隊裡的其他人。	forward	轉寄
5490	We walked to the station after breakfast.	早餐後，我們步行到車站。	to	到
3133	We waited for our friends in the hotel lobby.	我們在飯店大廳等朋友。	lobby	大廳
277	The letters are kept in the university archive.	這些信保存在大學的檔案庫裡。	archive	檔案庫
3362	The car needed only a few minor repairs.	這輛車只需要做幾項小修理。	minor	小
2581	Homosexual people deserve the same respect as everyone else.	同性戀者和所有其他人一樣值得尊重。	Homosexual	同性戀
2601	Use the hose to water the plants.	用水管澆灌植物。	hose	水管
4995	I woke up to the sound of birds singing.	我在鳥鳴聲中醒來。	sound	聲
3121	The course helps adults become literate.	這門課幫助成年人學會讀寫。	literate	學會讀寫
1248	Please pay for your order at the counter.	請到櫃檯付款。	counter	櫃檯
1218	The divers admired the colorful coral beneath the water.	潛水員欣賞水中色彩繽紛的珊瑚。	coral	珊瑚
5076	Squeeze the lemon to get the juice out.	擠壓檸檬，把汁擠出來。	Squeeze	擠壓
1951	The executive committee will make the final decision.	執行委員會將做出最後決定。	executive	執行
